row_id,team1_name,team2_name,Prediction,PredictedLabel,Explanation 1 Strength,Explanation 1 Feature,Explanation 1 Value,Explanation 2 Strength,Explanation 2 Feature,Explanation 2 Value,Explanation 3 Strength,Explanation 3 Feature,Explanation 3 Value,Explanation 4 Strength,Explanation 4 Feature,Explanation 4 Value,Explanation 5 Strength,Explanation 5 Feature,Explanation 5 Value,Explanation 6 Strength,Explanation 6 Feature,Explanation 6 Value,Explanation 7 Strength,Explanation 7 Feature,Explanation 7 Value,Explanation 8 Strength,Explanation 8 Feature,Explanation 8 Value,Explanation 9 Strength,Explanation 9 Feature,Explanation 9 Value,Explanation 10 Strength,Explanation 10 Feature,Explanation 10 Value
3952,UCLA,Miami,0.5405531525611877,1,---,team2[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'8.357142999999999',++,team1[team_conf] (6 weeks latest),'Pac 12',++,team1[free_throw_pct] (6 weeks avg),'76.85714',--,team2[team_margin] (6 weeks avg),'2.666667',++,team1[team_AP_rank] (6 weeks avg),'11.78571',++,team1[turnovers] (6 weeks avg),'8.571429',--,team1_location,'N',--,team2[free_throw_pct] (6 weeks avg),'65.625',--,team2[opponent_AP_rank] (6 weeks avg),'7.0'
3953,USC,Miami,0.3896861672401428,0,---,team2[team_conf] (6 weeks latest),'ACC',++,team1[team_AP_rank] (6 weeks avg),'18.25',--,team2[team_margin] (6 weeks avg),'2.666667',--,team1[three_point_pct] (6 weeks avg),'36.53333',++,team1[opponent_id] (6 weeks skewness),'2.855887',--,team2[defensive_rebounds] (6 weeks avg),'22.08333',++,team1[free_throw_pct] (6 weeks avg),'71.18333',--,team2[turnovers] (6 weeks avg),'9.5',--,team1_location,'N',++,team1[team_conf] (6 weeks latest),'Pac 12'
3954,Vermont,Miami,0.5067164301872253,1,+++,team1[team_margin] (6 weeks avg),'20.28571',--,team2[team_conf] (6 weeks latest),'ACC',++,team1[free_throw_pct] (6 weeks avg),'72.92143',--,team2[team_margin] (6 weeks avg),'2.666667',++,team1[opponent_score] (6 weeks min),'42.0',++,team1[win] (6 weeks avg),'0.9285714',++,team2[opponent_score] (6 weeks min),'63.0',++,team1[turnovers] (6 weeks avg),'9.785714',--,team2[opponent_AP_rank] (6 weeks avg),'7.0',++,team2[three_point_pct] (6 weeks avg),'33.075'
3955,Villanova,Miami,0.5558388233184814,1,++,team1[team_conf] (6 weeks latest),'Big East',--,team2[team_conf] (6 weeks latest),'ACC',++,team1[team_AP_rank] (6 weeks avg),'10.66667',++,team1[team_margin] (6 weeks avg),'4.5833330000000005',--,team1[three_point_pct] (6 weeks avg),'35.93333',--,team2[team_margin] (6 weeks avg),'2.666667',-,team2[field_goals_made] (6 weeks avg),'28.91667',-,team2[turnovers] (6 weeks avg),'9.5',+,team2[opponent_score] (6 weeks min),'63.0',-,team1_location,'N'
3956,Virginia Tech,Miami,0.6337125301361084,1,+++,team1[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'9.214286',--,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'2.666667',++,team1[free_throw_pct] (6 weeks avg),'73.93571',++,team1[opponent_id] (6 weeks skewness),'3.257389',--,team2[opponent_AP_rank] (6 weeks avg),'7.0',-,team2[defensive_rebounds] (6 weeks avg),'22.08333',-,team1[opponent_score] (6 weeks kurtosis),'-0.5241281',+,team1[turnovers] (6 weeks avg),'10.5'
3957,Wisconsin,Miami,0.4872557818889618,0,---,team2[team_conf] (6 weeks latest),'ACC',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'2.666667',++,team1[team_AP_rank] (6 weeks avg),'12.54545',++,team1[team_margin] (6 weeks avg),'0.9090908999999999',--,team2[turnovers] (6 weeks avg),'9.5',--,team2[field_goals_made] (6 weeks avg),'28.91667',++,team1[opponent_id] (6 weeks skewness),'2.795872',--,team2[free_throw_pct] (6 weeks avg),'65.625',--,team2[team_score] (6 weeks avg),'73.0'
3958,Wright State,Miami,0.31318411231040955,0,---,team2[team_conf] (6 weeks latest),'ACC',+++,team1[team_margin] (6 weeks avg),'8.5',--,team2[team_margin] (6 weeks avg),'2.666667',--,team1_location,'N',--,team2[opponent_AP_rank] (6 weeks avg),'7.0',++,team1[free_throw_pct] (6 weeks avg),'74.79167',--,team1[three_point_pct] (6 weeks avg),'37.01667',-,team2[team_score] (6 weeks avg),'73.0',-,team2[free_throw_pct] (6 weeks avg),'65.625',-,team1[team_conf] (6 weeks latest),'Horizon'
3959,Wyoming,Miami,0.32662108540534973,0,---,team2[team_conf] (6 weeks latest),'ACC',++,team1[team_AP_rank] (6 weeks avg),'22.0',--,team1[three_point_pct] (6 weeks avg),'31.078570000000003',++,team1[team_margin] (6 weeks avg),'0.6923077',--,team2[turnovers] (6 weeks avg),'9.5',++,team1[team_conf] (6 weeks latest),'MWC',--,team1_location,'N',--,team2[opponent_AP_rank] (6 weeks avg),'7.0',--,team2[team_margin] (6 weeks avg),'2.666667',++,team2[free_throw_made] (6 weeks avg),'8.583333'
3960,Yale,Miami,0.27683892846107483,0,---,team2[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'4.818182',--,team1_location,'N',--,team2[turnovers] (6 weeks avg),'9.5',--,team2[team_margin] (6 weeks avg),'2.666667',--,team2[opponent_AP_rank] (6 weeks avg),'7.0',++,team1[free_throw_pct] (6 weeks avg),'74.65455',--,team2[free_throw_pct] (6 weeks avg),'65.625',++,team2[three_point_pct] (6 weeks avg),'33.075',++,team1[field_goal_pct] (6 weeks kurtosis),'2.562616'
3961,Michigan State,Michigan,0.46141526103019714,0,---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'16.33333',--,team2[team_margin] (6 weeks avg),'1.0',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team2[turnovers] (6 weeks avg),'10.38462',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',++,team1[free_throw_pct] (6 weeks min),'50.0',++,team2[three_point_pct] (6 weeks avg),'32.8'
3962,Montana State,Michigan,0.5258508920669556,1,+++,team1[team_margin] (6 weeks avg),'9.416667',+++,team1[team_conf] (6 weeks latest),'Big Sky',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team1[win] (6 weeks avg),'0.9166667',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[team_margin] (6 weeks avg),'1.0',--,team2[team_conf] (6 weeks latest),'Big 10',--,team1_location,'N',++,team2[free_throw_pct] (6 weeks min),'50.0',-,team2[defensive_rebounds] (6 weeks avg),'23.92308'
3963,Murray State,Michigan,0.44764411449432373,0,+++,team1[team_margin] (6 weeks avg),'13.7',---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'21.25',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[three_point_pct] (6 weeks avg),'33.28',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team1_location,'N',++,team1[opponent_score] (6 weeks min),'43.0',--,team2[defensive_rebounds] (6 weeks skewness),'0.1591379',--,team2[defensive_rebounds] (6 weeks avg),'23.92308'
3964,New Mexico State,Michigan,0.32785332202911377,0,---,team2[team_conf] (6 weeks latest),'Big 10',+++,team1[team_margin] (6 weeks avg),'9.363636',--,team1[team_conf] (6 weeks latest),'WAC',--,team2[team_margin] (6 weeks avg),'1.0',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[team_score] (6 weeks avg),'74.07692',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',++,team1[free_throw_pct] (6 weeks avg),'71.575',-,team2[opponent_AP_rank] (6 weeks avg),'14.28571',+,team1[opponent_score] (6 weeks min),'46.0'
3965,Norfolk State,Michigan,0.2944108247756958,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_conf] (6 weeks latest),'Big 10',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[turnovers] (6 weeks avg),'14.72727',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[free_throw_pct] (6 weeks avg),'82.24615',+,team2[three_point_pct] (6 weeks avg),'32.8'
3966,North Carolina,Michigan,0.6664683818817139,1,+++,team1[team_conf] (6 weeks latest),'ACC',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'25.0',++,team1[team_margin] (6 weeks avg),'4.5',--,team2[team_margin] (6 weeks avg),'1.0',++,team1[opponent_score] (6 weeks min),'43.0',++,team2[opponent_score] (6 weeks median),'74.0',--,team1[three_point_pct] (6 weeks avg),'33.04167',--,team2[defensive_rebounds] (6 weeks skewness),'0.1591379',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571'
3967,Notre Dame,Michigan,0.6026419997215271,1,+++,team1[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'6.5833330000000005',--,team2[team_conf] (6 weeks latest),'Big 10',++,team2[free_throw_pct] (6 weeks avg),'82.24615',++,team1[three_point_pct] (6 weeks avg),'37.4',++,team2[opponent_score] (6 weeks median),'74.0',++,team1[free_throw_pct] (6 weeks avg),'73.11667',--,team2[team_margin] (6 weeks avg),'1.0',-,team2[opponent_AP_rank] (6 weeks avg),'14.28571',+,team1[turnovers] (6 weeks avg),'10.25'
3968,Ohio State,Michigan,0.554512083530426,1,---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'2.416667',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team2[team_margin] (6 weeks avg),'1.0',++,team1[team_AP_rank] (6 weeks avg),'19.90909',--,team1[opponent_score] (6 weeks kurtosis),'0.9040193000000001',--,team2[free_throw_pct] (6 weeks avg),'82.24615',++,team1[opponent_id] (6 weeks skewness),'2.949507',-,team2[team_score] (6 weeks avg),'74.07692'
3969,Providence,Michigan,0.59454345703125,1,---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big East',++,team1[team_AP_rank] (6 weeks avg),'11.0',++,team1[team_margin] (6 weeks avg),'2.5',--,team2[team_margin] (6 weeks avg),'1.0',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',+,team1[opponent_AP_rank] (6 weeks avg),'10.5',+,team1[win] (6 weeks avg),'0.7',-,team2[team_score] (6 weeks max),'87.0'
3970,Purdue,Michigan,0.6537150740623474,1,+++,team1[team_AP_rank] (6 weeks avg),'5.692308000000001',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'2.461538',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[opponent_score] (6 weeks kurtosis),'-0.3720031',++,team2[opponent_score] (6 weeks median),'74.0',++,team1[opponent_AP_rank] (6 weeks avg),'15.666670000000002',+,team1[free_throw_pct] (6 weeks avg),'70.34615',-,team1[opponent_score] (6 weeks min),'61.0'
3971,Richmond,Michigan,0.458469033241272,0,++,team1[team_conf] (6 weeks latest),'A-10',++,team1[team_margin] (6 weeks avg),'3.5',--,team2[team_conf] (6 weeks latest),'Big 10',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[three_point_pct] (6 weeks avg),'34.592859999999995',++,team1[turnovers] (6 weeks avg),'10.0',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',++,team1[win] (6 weeks avg),'0.7142857',++,team2[three_point_pct] (6 weeks avg),'32.8'
3972,Rutgers,Michigan,0.5224339365959167,1,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'0.8181818000000001',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team2[team_margin] (6 weeks avg),'1.0',++,team2[opponent_score] (6 weeks median),'74.0',++,team1[free_throw_pct] (6 weeks avg),'71.54545',--,team2[defensive_rebounds] (6 weeks skewness),'0.1591379',++,team1[team_score] (6 weeks max),'84.0',++,team1[assists] (6 weeks avg),'13.27273'
3973,South Dakota State,Michigan,0.5111465454101562,1,---,team2[team_conf] (6 weeks latest),'Big 10',+++,team1[team_margin] (6 weeks avg),'14.5',++,team2[opponent_score] (6 weeks median),'74.0',--,team1[team_conf] (6 weeks latest),'Summit',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team1[win] (6 weeks avg),'1.0',--,team1_location,'N',++,team1[free_throw_pct] (6 weeks avg),'73.98182',+,team1[team_score] (6 weeks avg),'84.72726999999999',-,team2[team_score] (6 weeks avg),'74.07692'
3974,San Diego State,Michigan,0.5197300314903259,1,+++,team1[team_margin] (6 weeks avg),'7.153846000000001',++,team1[team_conf] (6 weeks latest),'MWC',--,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'1.0',++,team2[opponent_score] (6 weeks median),'74.0',--,team1[three_point_pct] (6 weeks avg),'40.07333',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team1[opponent_score] (6 weeks min),'44.0',--,team2[turnovers] (6 weeks avg),'10.38462',-,team1_location,'N'
3975,San Francisco,Michigan,0.5209850072860718,1,+++,team1[team_margin] (6 weeks avg),'9.636364',+++,team1[team_conf] (6 weeks latest),'WCC',--,team2[team_conf] (6 weeks latest),'Big 10',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[team_margin] (6 weeks avg),'1.0',+,team1[free_throw_pct] (6 weeks avg),'69.90909',+,team2[free_throw_pct] (6 weeks min),'50.0',+,team1[win] (6 weeks avg),'0.6363635999999999',-,team2[team_score] (6 weeks avg),'74.07692'
3976,Seton Hall,Michigan,0.5134348273277283,1,+++,team1[team_conf] (6 weeks latest),'Big East',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'3.75',--,team2[team_margin] (6 weeks avg),'1.0',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team1[three_point_pct] (6 weeks avg),'36.88333',++,team2[opponent_score] (6 weeks median),'74.0',+,team2[three_point_pct] (6 weeks avg),'32.8',-,team2[defensive_rebounds] (6 weeks avg),'23.92308',+,team1[free_throw_pct] (6 weeks avg),'72.95833'
3977,Saint Mary's,Michigan,0.5537089705467224,1,++,team1[team_margin] (6 weeks avg),'5.818182',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'WCC',++,team1[team_AP_rank] (6 weeks avg),'20.85714',--,team2[team_margin] (6 weeks avg),'1.0',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team2[opponent_score] (6 weeks median),'74.0',++,team1[free_throw_pct] (6 weeks avg),'83.36364',++,team1[win] (6 weeks avg),'0.7272727',-,team2[defensive_rebounds] (6 weeks avg),'23.92308'
3978,Saint Peter's,Michigan,0.2918296158313751,0,---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'8.153846000000001',--,team1[team_conf] (6 weeks latest),'MAAC',--,team2[team_margin] (6 weeks avg),'1.0',++,team1[opponent_score] (6 weeks min),'36.0',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team2[team_score] (6 weeks avg),'74.07692',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',+,team2[opponent_score] (6 weeks median),'74.0',-,team2[turnovers] (6 weeks avg),'10.38462'
3979,Texas A&M-CC,Michigan,0.22162529826164246,0,---,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[three_point_pct] (6 weeks avg),'32.90833',--,team1[team_conf] (6 weeks latest),'Southland',--,team2[free_throw_pct] (6 weeks avg),'82.24615',++,team1[team_margin] (6 weeks avg),'1.833333',--,team2[team_score] (6 weeks avg),'74.07692',--,team2[defensive_rebounds] (6 weeks skewness),'0.1591379',--,team2[turnovers] (6 weeks avg),'10.38462',--,team2[defensive_rebounds] (6 weeks avg),'23.92308'
3980,TCU,Michigan,0.4379311203956604,0,+++,team1[team_conf] (6 weeks latest),'Big 12',---,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'1.0',++,team1_location,'N',--,team2[turnovers] (6 weeks avg),'10.38462',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[team_score] (6 weeks avg),'74.07692',+,team1[opponent_AP_rank] (6 weeks avg),'10.625',-,team2[defensive_rebounds] (6 weeks avg),'23.92308',-,team2[opponent_AP_rank] (6 weeks avg),'14.28571'
3981,Tennessee,Michigan,0.7166919112205505,1,+++,team1[team_margin] (6 weeks avg),'9.615385',++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.46154',++,team1[win] (6 weeks avg),'0.9230769',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',--,team2[team_margin] (6 weeks avg),'1.0',-,team2[opponent_AP_rank] (6 weeks avg),'14.28571',+,team2[opponent_score] (6 weeks median),'74.0',-,team1[opponent_score] (6 weeks kurtosis),'0.5001171'
3982,Texas,Michigan,0.512040913105011,1,---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 12',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[three_point_pct] (6 weeks avg),'30.2',--,team2[free_throw_pct] (6 weeks avg),'82.24615',++,team1[team_AP_rank] (6 weeks avg),'20.90909',++,team2[opponent_score] (6 weeks median),'74.0',--,team2[team_score] (6 weeks avg),'74.07692',++,team1[opponent_score] (6 weeks min),'41.0'
3983,Texas Tech,Michigan,0.6519296169281006,1,++,team1[team_conf] (6 weeks latest),'Big 12',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'6.307691999999999',--,team2[team_margin] (6 weeks avg),'1.0',++,team1[team_AP_rank] (6 weeks avg),'11.69231',++,team2[opponent_score] (6 weeks median),'74.0',++,team1[opponent_score] (6 weeks min),'41.0',--,team2[free_throw_pct] (6 weeks avg),'82.24615',++,team1[free_throw_pct] (6 weeks avg),'71.82308',-,team2[opponent_AP_rank] (6 weeks avg),'14.28571'
3984,Texas Southern,Michigan,0.21796132624149323,0,---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'7.4166669999999995',--,team1[team_conf] (6 weeks latest),'SWAC',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team1[defensive_rebounds] (6 weeks avg),'28.33333',++,team1[blocks] (6 weeks avg),'5.9166669999999995',--,team2[free_throw_pct] (6 weeks avg),'82.24615',--,team1_location,'N',--,team2[team_score] (6 weeks avg),'74.07692',--,team2[defensive_rebounds] (6 weeks avg),'23.92308'
3985,UAB,Michigan,0.5180701017379761,1,+++,team1[team_margin] (6 weeks avg),'10.41667',++,team1[team_conf] (6 weeks latest),'C-USA',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',--,team2[team_conf] (6 weeks latest),'Big 10',++,team2[opponent_score] (6 weeks median),'74.0',--,team1_location,'N',++,team1[win] (6 weeks avg),'0.8333333',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team2[three_point_pct] (6 weeks avg),'32.8',++,team2[free_throw_pct] (6 weeks min),'50.0'
3986,UCLA,Michigan,0.6599426865577698,1,++,team1[team_conf] (6 weeks latest),'Pac 12',++,team1[team_margin] (6 weeks avg),'8.357142999999999',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[turnovers] (6 weeks avg),'8.571429',--,team1[opponent_score] (6 weeks kurtosis),'-0.6176785',++,team1[team_AP_rank] (6 weeks avg),'11.78571',--,team1_location,'N',--,team2[team_margin] (6 weeks avg),'1.0',+,team2[opponent_score] (6 weeks median),'74.0',+,team1[win] (6 weeks avg),'0.6428571'
3987,USC,Michigan,0.47838854789733887,0,++,team1[team_AP_rank] (6 weeks avg),'18.25',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Pac 12',--,team2[team_margin] (6 weeks avg),'1.0',--,team2[turnovers] (6 weeks avg),'10.38462',--,team1[three_point_pct] (6 weeks avg),'36.53333',--,team2[team_score] (6 weeks avg),'74.07692',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',--,team1_location,'N',++,team1[opponent_id] (6 weeks skewness),'2.855887'
3988,Vermont,Michigan,0.5322399735450745,1,+++,team1[team_margin] (6 weeks avg),'20.28571',--,team2[team_conf] (6 weeks latest),'Big 10',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team2[opponent_score] (6 weeks median),'74.0',++,team2[three_point_pct] (6 weeks avg),'32.8',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',++,team1[opponent_score] (6 weeks min),'42.0',++,team1[free_throw_pct] (6 weeks avg),'72.92143',++,team2[free_throw_pct] (6 weeks avg),'82.24615',++,team1[team_score] (6 weeks max),'98.0'
3989,Villanova,Michigan,0.6148083209991455,1,++,team1[team_conf] (6 weeks latest),'Big East',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'10.66667',++,team1[team_margin] (6 weeks avg),'4.5833330000000005',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[three_point_pct] (6 weeks avg),'35.93333',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team1[win] (6 weeks avg),'0.8333333',++,team2[opponent_score] (6 weeks median),'74.0',+,team1[opponent_AP_rank] (6 weeks avg),'16.5'
3990,Virginia Tech,Michigan,0.6611914038658142,1,+++,team1[team_conf] (6 weeks latest),'ACC',+++,team1[team_margin] (6 weeks avg),'9.214286',--,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'1.0',--,team1[opponent_score] (6 weeks kurtosis),'-0.5241281',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team2[opponent_score] (6 weeks median),'74.0',++,team1[free_throw_pct] (6 weeks avg),'73.93571',--,team2[defensive_rebounds] (6 weeks avg),'23.92308',-,team2[defensive_rebounds] (6 weeks skewness),'0.1591379'
3991,Wisconsin,Michigan,0.5469444394111633,1,--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'12.54545',--,team2[opponent_AP_rank] (6 weeks avg),'14.28571',++,team1[team_margin] (6 weeks avg),'0.9090908999999999',--,team2[team_margin] (6 weeks avg),'1.0',++,team2[opponent_score] (6 weeks median),'74.0',-,team2[turnovers] (6 weeks avg),'10.38462',-,team1[blocks] (6 weeks avg),'2.454545',+,team1[win] (6 weeks avg),'0.6363635999999999'
